DATAFLOW,LAST UPDATE,freq,unit,sex,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2008,11.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2009,11.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2010,12.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2011,11.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2012,11.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2013,10.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2014,10.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2015,8.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2016,8.0,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2017,8.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2018,8.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2019,10.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2020,11.4,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2021,11.2,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Luxembourg,2022,9.8,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2005,5.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2006,4.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2007,4.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2008,4.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2009,5.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2010,5.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2011,5.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2012,6.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2013,4.2,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2014,4.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2015,4.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2016,4.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2017,4.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2018,4.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2019,4.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2020,4.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2021,5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2022,4.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Latvia,2023,5.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2005,11.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2006,9.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2007,11.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2008,11.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2009,11.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2010,11.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2011,11.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2012,12.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2013,12.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2014,13.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2015,13.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2016,12.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2017,14.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2018,14.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2019,15.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2020,13.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2021,11.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2022,12.0,p,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Malta,2023,12.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2005,11.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2006,11.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2007,12.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2008,9.7,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2009,10.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2010,9.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2011,9.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2012,10.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2013,9.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2014,10.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2015,9.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2016,9.9,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2017,9.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2018,9.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2019,9.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2020,9.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2021,9.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2022,8.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Netherlands,2023,9.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2004,12.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2005,12.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2006,11.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2007,13.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2008,14.9,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2009,14.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2010,15.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2011,17.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2012,16.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2013,14.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2014,15.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2015,15.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2016,15.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2017,15.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2018,15.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2019,15.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2020,14.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2022,14.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Norway,2023,14.3,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2005,10.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2006,8.2,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2007,7.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2008,7.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2009,7.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2010,7.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2011,8.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2012,7.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2013,7.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2014,8.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2015,8.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2016,8.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2017,8.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2018,8.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2019,9.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2020,8.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2021,8.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2022,8.6,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Poland,2023,9.1,ep,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2004,3.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2005,5.2,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2006,6.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2007,5.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2008,5.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2009,5.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2010,5.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2011,6.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2012,9.0,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2013,9.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2014,5.6,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2015,5.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2016,6.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2017,6.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2018,6.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2019,6.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2020,7.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2021,7.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2022,7.3,bp,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Portugal,2023,7.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2007,7.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2008,8.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2009,7.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2010,5.2,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2011,4.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2012,5.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2013,5.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2014,5.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2015,5.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2016,5.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2017,5.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2018,5.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2019,6.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2020,6.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2021,4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2022,3.8,e,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Romania,2023,3.8,e,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2004,11.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2005,11.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2006,14.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2007,13.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2008,12.0,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2009,13.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2010,13.4,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2011,12.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2013,13.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2014,16.6,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2015,16.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2016,16.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2017,15.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2018,15.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2019,16.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2020,16.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2021,14.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2022,14.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Sweden,2023,14.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2005,8.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2006,9.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2007,10.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2008,9.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2009,9.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2010,7.2,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2011,6.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2012,6.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2013,7.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2014,8.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2015,7.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2016,8.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2017,7.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2018,7.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2019,8.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2020,11.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2021,11.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2022,12.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovenia,2023,12.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovakia,2005,5.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovakia,2006,3.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovakia,2007,4.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovakia,2008,2.7,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovakia,2009,2.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovakia,2010,2.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovakia,2011,2.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovakia,2012,3.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovakia,2013,3.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Females,Healthy life years in absolute value at 65,Slovakia,2014,3.6,,
