DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2005,76.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2006,76.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2007,76.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2008,77.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2009,77.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2010,77.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2011,77.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2012,77.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2013,78.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2014,78.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2015,78.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2016,78.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2017,78.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2018,78.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2019,78.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2020,77.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2021,74.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2022,77.9,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2023,79.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Bulgaria,2024,79.7,ip,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Belarus,2011,76.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Belarus,2012,77.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Belarus,2013,78.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Belarus,2014,78.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Belarus,2015,79.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Belarus,2016,79.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Belarus,2017,79.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Belarus,2018,79.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2000,82.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2001,83.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2002,83.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2003,83.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2004,83.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2005,84.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2006,84.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2007,84.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2008,84.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2009,84.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2010,84.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2011,85.0,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2012,84.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2013,85.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2014,85.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2015,85.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2016,85.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2017,85.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2018,85.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2019,85.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2020,85.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2021,85.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2022,85.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2023,86.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Switzerland,2024,86.2,ip,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2000,80.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2001,81.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2002,81.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2003,81.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2004,81.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2005,80.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2006,82.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2007,82.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2008,82.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2009,83.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2010,83.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2011,83.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2012,83.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2013,85.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2014,84.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2015,83.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2016,84.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2017,84.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2018,84.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2019,84.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2020,84.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2021,83.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2022,83.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2023,84.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Cyprus,2024,85.5,ip,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2000,78.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2001,78.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2002,78.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2003,78.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2004,79.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2005,79.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2006,79.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2007,80.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2008,80.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2009,80.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2010,80.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2011,81.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2012,81.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2013,81.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2014,82.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2015,81.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2016,82.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2017,82.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2018,82.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2019,82.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2020,81.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2021,80.5,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2022,81.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2023,82.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Czechia,2024,83.2,ip,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2000,81.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2001,81.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2002,81.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2003,81.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2004,81.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2005,82.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2006,82.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2007,82.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2008,82.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2009,82.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2010,83.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2011,83.1,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2012,83.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2013,83.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2014,83.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2015,83.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2016,83.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2017,83.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2018,83.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2019,83.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2020,83.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2021,83.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2022,83.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany,2023,83.5,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2000,81.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2001,81.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2002,81.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2003,81.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2004,81.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2005,82.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2006,82.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2007,82.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2008,82.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2009,82.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2010,83.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2011,83.1,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2012,83.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2013,83.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2014,83.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2015,83.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2016,83.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2017,83.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2018,83.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2019,83.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2020,83.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2021,83.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2022,83.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Germany including former GDR,2023,83.5,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2000,79.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2001,79.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2002,79.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2003,79.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2004,80.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2005,80.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2006,80.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2007,80.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2008,81.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2009,81.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2010,81.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2011,81.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2012,82.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2013,82.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2014,82.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2015,82.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2016,82.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2017,83.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2018,82.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2019,83.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2020,83.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2021,83.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2022,83.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2023,83.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Denmark,2024,84.2,ip,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2002,82.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2003,81.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2004,82.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2005,82.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2006,83.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2007,83.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2008,83.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2009,83.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2010,83.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2011,84.1,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2012,84.0,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2013,84.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2014,84.7,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2015,84.2,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2016,84.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2017,84.5,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2018,84.6,ep,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2019,84.9,bep,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2020,84.1,bp,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2021,84.2,bp,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2022,84.1,bp,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area - 19 countries  (2015-2022),2023,84.7,bp,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area – 20 countries (2023-2025),2021,84.2,bp,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Females,Less than 1 year,Euro area – 20 countries (2023-2025),2022,84.1,bp,
