DATAFLOW,LAST UPDATE,freq,unit,indic_il,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Greece,2020,17.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Greece,2021,19.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Greece,2022,19.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Greece,2023,19.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Greece,2024,20.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2005,21.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2006,21.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2007,20.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2008,21.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2009,21.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2010,21.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2011,21.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2012,20.9,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2013,19.9,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2014,22.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2015,21.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2016,22.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2017,22.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2018,22.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2019,21.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2020,21.7,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2021,22.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2022,21.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2023,20.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Spain,2024,20.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2005,16.7,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2006,16.8,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2007,17.4,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,17.5,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,17.2,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,17.2,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,17.6,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,17.4,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,17.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,17.7,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,17.7,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,17.9,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,17.6,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,17.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2005,17.1,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2006,17.2,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2007,17.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2008,17.5,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2009,17.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2010,17.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2011,17.6,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2012,17.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2013,17.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2014,17.7,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2015,17.7,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2016,17.9,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2017,17.6,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (2007-2013),2018,17.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2010,17.1,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2011,17.6,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2012,17.6,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2013,17.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2014,17.7,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2015,17.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2016,18.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2017,17.5,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2018,17.5,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2019,17.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2020,17.5,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2021,17.5,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2022,17.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2023,16.9,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 27 countries (from 2020),2024,16.9,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 28 countries (2013-2020),2010,17.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 28 countries (2013-2020),2011,17.6,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 28 countries (2013-2020),2012,17.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 28 countries (2013-2020),2013,17.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 28 countries (2013-2020),2014,17.7,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 28 countries (2013-2020),2015,17.7,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 28 countries (2013-2020),2016,17.9,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 28 countries (2013-2020),2017,17.6,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,European Union - 28 countries (2013-2020),2018,17.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2005,12.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2006,13.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2007,13.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2008,14.5,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2009,14.7,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2010,13.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2011,14.2,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2012,13.6,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2013,12.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2014,13.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2015,12.6,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2016,11.6,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2017,11.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2018,12.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2019,12.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2020,12.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2021,10.5,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2022,13.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2023,12.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Finland,2024,12.7,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2005,13.7,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2006,14.0,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2007,13.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2008,13.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2009,13.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2010,13.9,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2011,14.5,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2012,14.6,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2013,14.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2014,14.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2015,13.9,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2016,14.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2017,13.6,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2018,13.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2019,13.9,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2020,14.8,b,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2021,15.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2022,16.5,b,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2023,16.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,France,2024,16.8,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2010,21.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2011,22.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2012,21.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2013,20.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2014,20.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2015,20.6,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2016,20.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2017,20.9,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2018,20.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2019,19.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2020,19.6,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2021,21.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2022,20.0,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2023,21.2,b,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Croatia,2024,22.2,b,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Hungary,2005,13.2,b,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Hungary,2006,15.5,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Hungary,2007,12.3,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Hungary,2008,12.4,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Hungary,2009,12.1,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Hungary,2010,12.0,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Percentage,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Hungary,2011,13.7,,
