DATAFLOW,LAST UPDATE,freq,ind_type,unit,indic_is,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Romania,2017,69.58,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Romania,2018,77.32,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Romania,2019,79.74,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Romania,2020,84.55,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Romania,2021,87.64,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Romania,2022,88.86,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Romania,2023,91.56,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Romania,2024,93.96,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Romania,2025,94.83,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Serbia,2015,66.31,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Serbia,2017,71.97,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Serbia,2018,74.59,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Serbia,2019,78.53,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Serbia,2020,80.09,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Serbia,2021,84.44,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Serbia,2022,84.44,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Serbia,2023,89.97,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Serbia,2024,91.78,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Serbia,2025,94.20,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Sweden,2014,93.24,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Sweden,2015,91.66,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Sweden,2016,95.01,b,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Sweden,2017,96.54,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Sweden,2018,92.99,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Sweden,2019,97.73,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Sweden,2020,97.46,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Sweden,2021,97.16,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Sweden,2022,97.18,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Sweden,2023,98.07,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Sweden,2024,98.33,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Sweden,2025,98.50,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovenia,2014,73.66,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovenia,2015,75.41,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovenia,2016,76.44,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovenia,2017,80.19,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovenia,2018,80.99,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovenia,2019,83.94,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovenia,2020,87.58,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovenia,2021,89.98,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovenia,2022,89.92,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovenia,2023,90.78,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovenia,2024,91.52,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovenia,2025,92.29,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovakia,2014,83.12,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovakia,2015,80.71,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovakia,2016,82.76,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovakia,2017,83.45,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovakia,2018,83.25,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovakia,2019,85.08,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovakia,2020,91.18,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovakia,2021,90.17,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovakia,2022,90.19,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovakia,2023,89.10,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovakia,2024,91.84,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Slovakia,2025,94.04,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Türkiye,2014,51.04,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Türkiye,2015,53.75,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Türkiye,2016,59.46,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Türkiye,2017,65.74,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Türkiye,2018,71.94,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Türkiye,2019,74.55,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Türkiye,2020,78.25,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Türkiye,2021,81.95,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Türkiye,2022,84.19,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Türkiye,2023,86.48,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Türkiye,2024,88.29,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Türkiye,2025,90.39,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,United Kingdom,2014,92.42,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,United Kingdom,2015,92.71,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,United Kingdom,2016,95.44,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,United Kingdom,2017,95.08,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,United Kingdom,2018,94.92,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,United Kingdom,2019,95.85,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,United Kingdom,2020,97.76,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Kosovo*,2017,86.40,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Kosovo*,2018,88.22,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Kosovo*,2019,90.98,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Kosovo*,2020,96.56,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in the last 12 months,Kosovo*,2024,98.90,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Albania,2018,62.62,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Albania,2019,68.55,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Albania,2020,72.24,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Albania,2021,79.37,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Albania,2022,82.66,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Albania,2023,83.14,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Albania,2024,86.18,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Austria,2014,81.01,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Austria,2015,83.93,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Austria,2016,84.32,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Austria,2017,87.94,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Austria,2018,87.48,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Austria,2019,87.75,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Austria,2020,87.53,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Austria,2021,92.53,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Austria,2022,93.61,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Austria,2023,95.33,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Austria,2024,94.92,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Austria,2025,95.30,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bosnia and Herzegovina,2018,70.12,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bosnia and Herzegovina,2019,69.95,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bosnia and Herzegovina,2020,73.21,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bosnia and Herzegovina,2021,75.68,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bosnia and Herzegovina,2023,83.38,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bosnia and Herzegovina,2024,86.10,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bosnia and Herzegovina,2025,90.11,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Belgium,2014,85.00,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Belgium,2015,85.05,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Belgium,2016,86.52,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Belgium,2017,87.68,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Belgium,2018,88.66,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Belgium,2019,90.28,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Belgium,2020,91.53,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Belgium,2021,92.79,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Belgium,2022,94.01,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Belgium,2023,94.63,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Belgium,2024,95.78,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Belgium,2025,96.46,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bulgaria,2014,55.49,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bulgaria,2015,56.66,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bulgaria,2016,59.47,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bulgaria,2017,63.41,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bulgaria,2018,64.78,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bulgaria,2019,67.95,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bulgaria,2020,70.16,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bulgaria,2021,75.27,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bulgaria,2022,79.13,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bulgaria,2023,80.39,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bulgaria,2024,82.44,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Bulgaria,2025,86.85,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Switzerland,2014,89.73,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Switzerland,2017,93.71,b,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Switzerland,2019,96.51,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Switzerland,2021,98.14,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Switzerland,2023,99.25,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Switzerland,2025,98.92,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Cyprus,2014,69.33,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Cyprus,2015,71.72,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Cyprus,2016,75.90,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Cyprus,2017,80.74,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Cyprus,2018,84.43,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Cyprus,2019,86.06,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Cyprus,2020,90.80,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Cyprus,2021,90.76,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Cyprus,2022,89.60,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Cyprus,2023,91.22,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Cyprus,2024,94.60,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Cyprus,2025,93.79,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Czechia,2014,79.71,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Czechia,2015,81.30,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Czechia,2016,82.17,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Czechia,2017,84.64,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Czechia,2018,86.50,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Czechia,2019,87.03,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Czechia,2020,87.60,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Czechia,2021,88.85,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Czechia,2022,90.64,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Czechia,2023,92.04,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Czechia,2024,93.70,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Czechia,2025,94.52,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Germany,2014,86.19,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Germany,2015,87.59,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Germany,2016,89.65,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Germany,2017,90.25,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Germany,2018,92.35,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Germany,2019,92.98,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Germany,2020,94.30,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Germany,2021,91.43,b,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Germany,2022,91.63,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Germany,2023,92.48,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Germany,2024,93.50,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Germany,2025,94.58,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Denmark,2014,95.99,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Denmark,2015,96.33,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Denmark,2016,96.97,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Denmark,2017,97.10,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Denmark,2018,97.61,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Denmark,2019,97.06,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Denmark,2020,98.66,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Denmark,2021,98.89,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Denmark,2022,97.86,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Denmark,2023,98.80,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Denmark,2024,99.77,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Denmark,2025,99.71,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Estonia,2014,84.24,b,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Estonia,2015,88.41,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Estonia,2016,87.24,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Estonia,2017,88.10,,
ESTAT:TIN00028(1.0),16/12/25 11:00:00,Annual,All individuals,Percentage of individuals,Last internet use: in last 3 months,Estonia,2018,89.36,,
